conm,gvkey,datafqtr,bkvq,atq,ltq,cstkq,sic,saleq,isin,sedol,dup
IDM SA,275625,2018Q1,,13.486,80.003998,.16500001,6211,,PLIDMSA00044,B1QPC98,0
STANDARD BANK,275626,2018Q1,,181638.97,168157.16,7918.0698,6020,,BD0125SBL009,6732095,0
ILEX MEDICAL LTD,275627,2018Q1,203.405,510.21399,258.431,11.231,5047,135.05499,IL0010807530,6664370,0
SPUNTECH INDUSTRIES LTD,275628,2018Q1,201.34102,606.07703,403.75101,1.651,2200,153.63699,IL0010901176,B02SVV9,0
SPACE-COMMUNICATION LTD,275629,2018Q1,,639.69598,532.164,.048999999,4899,19.688,IL0010923451,B0JNDX3,0
SKOTAN SA,275634,2018Q1,-5.7030001,7.0799999,12.019,65.879997,2860,.65100002,PLSKTAN00010,4875356,0
SHARM DREAMS CO FOR TOURISM,275637,2018Q1,,1165.296,688.20099,529.85498,7990,14.768,EGS70571C012,B0KHSS4,0
SHALAG INDUSTRIES LTD,275638,2018Q1,,484.883,156.67101,.36700001,3842,105.078,IL0010905474,B02SXH9,0
MACKENZIE MAX DIV CDN INDEX,27564,2018Q1,,,,,6722,,US55453L1098,,0
SALAM INTL TRANSPORT & TRAD,275640,2018Q1,,39.570999,17.23,18,4400,1.2132,JO3103411018,6018320,0
INTL BROK & FINL MKTS,275641,2018Q1,8.2150993,13.8509,5.6357999,14.2019,6200,,JO3122411015,B0L4Y86,0
INTERNATIONAL RESORTS CO,275642,2018Q1,,12.3061,3.6249001,15.4482,6552,,KW0EQ0401392,B0Z9YY3,0
ISRAMCO NEGEV 2 -LP,275644,2018Q1,,1502.483,899.05798,489.95999,1311,108.064,IL0002320179,6466480,0
PYRAMISA HOTELS & HOLIDAY,275648,2018Q1,,1330.7179,459.62399,432.17319,7011,37.632,EGS70331C011,6085636,0
MACKENZIE MAX DIV U S INDEX,27565,2018Q1,,,,,6722,,US55453M1071,,0
JORDANIAN REAL EST FOR DEV,275650,2018Q1,,36.6152,1.7293,34.5,6510,,JO3122911014,B0RR4Z6,0
PRESCO PLC,275651,2018Q1,78116.688,106108.87,27531.477,500,2070,6590.2222,NGPRESCO0005,6554631,0
POLNORD SA,275652,2018Q1,712.04901,1420.803,708.32098,65.386002,6500,,PLPOLND00019,5574726,0
LAPIDOTH CAPITAL LTD,275657,2018Q1,502.52301,969.198,431.04199,43.259998,1381,376.22501,IL0006420173,6505532,0
NCB FINANCIAL GROUP LTD,275661,2018Q1,117318.31,855562.5,731385.25,153827.33,6020,,JME201700064,BDZW9L5,0
MUTUAL TRUST BANK LTD,275664,2018Q1,,204098.2,192005.53,5096.5601,6020,,BD0123MTBNK0,6671530,0
HAMAT GROUP LTD,275665,2018Q1,93.876999,606.409,452.586,233.129,3260,105.249,IL0003840167,6580595,0
MERCANTILE BANK (BGD),275666,2018Q1,,264074.34,246304.08,7761.1455,6020,,BD0128MCBNK5,6742339,0
MAABAROT PRODUCTS LTD,275667,2018Q1,509.81897,710.99597,128.166,15.104,2000,92.311996,IL0005280180,6567532,0
MAYTRONICS LTD,275668,2018Q1,304.327,701.422,350.92999,11.052,3690,241.70399,IL0010910656,B034DS7,0
MEDTECHNICA,275670,2018Q1,,265.534,95.57,169.964,5047,63.297001,IL0002530132,6575201,0
NINE DRAGONS PAPER HLDGS LTD,275674,2018Q1,31461.67,70708.359,37517.797,478.97699,2600,12824.721,BMG653181005,B0WC2B8,0
CENTRAL PETROLEUM LTD,275680,2018Q1,12.628494,163.4471,146.8,197.7765,1311,8.8368998,AU000000CTP7,B0LFW30,0
SOLVALOR FUND MANAGEMENT,275687,2018Q1,,937.02612,56.9216,880.10449,6722,,CH0002785456,4829784,0
VANGUARD GLOBAL VALUE FACTOR,27569,2018Q1,,,,,6722,,US92207U1016,,0
AKER BP ASA,275696,2018Q1,-741.60034,11985.034,8874.5605,57.056,1311,891.64502,NO0010345853,B1L95G3,0
VANGUARD GLBL MOMENTUM FACTR,27570,2018Q1,,,,,6722,,US92207T1043,,0
GINEGAR PLASTIC PRODUCTS,275701,2018Q1,166.44701,595.91101,392.30301,.152,3080,115.88,IL0010958929,B10FZ73,0
VANGUARD GLBL MIN VOLATILITY,27571,2018Q1,,,,,6722,,US92207Q1004,,0
VANGUARD GLBL LIQUIDITY FACT,27572,2018Q1,,,,,6722,,US9220321072,,0
EGYPTIAN GULF BANK,275724,2018Q1,3553.8362,63796.754,60209.898,2256.0896,6020,,EGS60182C010,B10S624,0
TOTVS SA,275735,2018Q1,365.78198,2465.2419,1180.413,989.841,7372,562.99799,BRTOTSACNOR8,B10LQP6,0
TPI COMPOSITES INC,27574,2018Q1,243.03201,579.86401,336.832,.34099999,3510,253.981,US87266J1043,,0
ACUSHNET HOLDINGS CORP,27575,2018Q1,217.27594,1882.8879,996.81897,.075000003,3949,441.80099,US0050981085,,0
SIMPLY GOOD FOODS COMPANY,27576,2018Q1,-174.789,939.43903,329.91901,.70599997,2060,106.587,US82900L1026,,0
SHUAA CAPITAL,275784,2018Q1,,1279.843,410.625,1065,6211,,AES000101015,6344832,0
LIGHT SA,275787,2018Q1,-4015.4829,14891.756,11535.922,2225.822,4911,2979.7649,BRLIGTACNOR2,B0W1X34,0
GOLF & CO LTD,275794,2018Q1,251.09799,558.758,258.28101,.47099999,5600,220.82201,IL0010961485,B11CJJ3,0
ATREYU CAPITAL MARKET LTD,275796,2018Q1,150.399,161.392,1.538,.122,6200,,IL0010961063,B116X26,0
MACQUARIE KOREA INFRAST FUND,275798,2018Q1,,2129915,290356,1815615,6722,,KR7088980008,B10S8B7,0
MEDIGUS,275799,2018Q1,4.4529996,5.8649998,1.396,5.2919998,3845,.067000002,IL0010961717,B11CMJ4,1
MEDIGUS,275799,2018Q1,4.4529996,5.8649998,1.396,5.2919998,3845,.067000002,US58471G3002,,2
SAMPYO CEMENT CO LTD,275814,2018Q1,399847.41,1257265.3,632870.38,53678.586,3241,132767.56,KR7038500005,6327253,0
ANGIOSOMA INC,27582,2018Q1,-.75199997,.078000002,.82999998,.052000001,2836,0,US03476L1026,,0
WOORI TECHNOLOGY INC,275820,2018Q1,34832.102,85040.43,46316.051,42699.996,3651,5581.2202,KR7032820003,6261522,0
XINTEC INC,275821,2018Q1,4226.4746,7570.7979,3292.1951,2716.949,3674,1047.077,TW0003374005,B02Q6G3,0
INV METALS INC,275823,2018Q1,76.939995,79.269997,2.3299999,135.78799,1000,0,US46123C2070,,0
ALLIED BANK LTD,275827,2018Q1,,1123291.5,1010684.6,11450.739,6020,,PK0083501012,B114TQ6,0
GHANI GLASS LTD,275829,2018Q1,12025.491,16285.622,4237.4951,4160.2568,3211,2730.2998,PK0064301010,6373308,0
CREDIT RATING & COLLECTION,275851,2018Q1,,5.9433999,.245,16.5,7323,-.0024000001,KW0EQ0601850,B11YGJ8,0
GUNSYND PLC,275860,2018Q1,,3.2320001,.122,.48899999,2834,-.0125,GB00B4WKYH05,B4WKYH0,0
AQUABOUNTY TECHNOLOGIES INC,275862,2018Q1,25.960001,31.488001,5.1539998,.013,2836,.018999999,US03842K2006,,0
CHALICE GOLD MINES LTD,275872,2018Q1,,49.206799,1.64,39.835999,1040,.19580001,AU000000CHN7,B0ZGW28,0
ENCOUNTER RESOURCES,275874,2018Q1,,23.1535,1.1109999,37.974701,1000,,AU000000ENR2,B0YV7G3,0
VINALAND,275886,2018Q1,,287.07101,157.814,1.808,6726,,KYG936361016,B0WHX65,0
TERRAIN MINERALS LTD,275895,2018Q1,,1.3331,.028999999,20.1262,1040,.00089999998,AU000000TMX0,B0Z6QC6,0
REFRESH GROUP LTD,275903,2018Q1,4.8564005,8.0999002,2.3829999,10.4957,2086,2.2460001,AU000000RGP2,B0Q3G59,0
ACE TECHNOLOGIES CORP,275909,2018Q1,59624.5,421707.34,346651.56,15853.689,3663,83933.742,KR7088800008,B125V95,0
CIRCA ENTERPRISES INC,27591,2018Q1,9.7230005,16.141001,4.9130001,2.8859999,3663,7.112,US17253G1022,,0
FRASERS COMMERCIAL TRUST,275910,2018Q1,,2138.936,864.04199,1274.894,6798,,SG2C81967185,B11HJT8,0
SHARJAH CEMENT&INDL DEV,275923,2018Q1,,1896.545,466.95599,608.25403,3241,172.66499,AES000401019,6798127,0
CHINA MINING INTL LTD,275926,2018Q1,88.528999,190.743,102.166,5.8969998,,13.24,KYG211721207,BYNQJL6,0
ANSALDO STS PA,275928,2018Q1,673.92316,2059.7251,1339.21,99.935997,1600,318.49301,IT0003977540,B118XB1,0
ECOTEL COMMUNICATION AG,275929,2018Q1,9.5986013,41.557301,19.237,3.51,4812,19.7054,DE0005854343,B11QV11,0
PATRIZIA IMMOBILIEN AG,275932,2018Q1,729.11694,1747.882,655.50702,89.555,6500,,DE000PAT1AG3,B11Y3K8,0
NAVAMEDIC ASA,275936,2018Q1,-27.596001,214.547,133.681,80.865997,2834,42.638,NO0010205966,B1276C9,0
CAPITAL PARTNERS,275940,2018Q1,97.312607,120.4408,22.830999,21.5,6799,,PLCPTLP00015,B01YX90,0
PANTHEON RESOURCES PLC,275945,2018Q1,,69.5914,.354,3.8527,1311,.2572,GB00B125SX82,B125SX8,0
DEUTSCHE X-TKRS RUSS2000 CMP,27601,2018Q1,,,,,6722,,US2330514405,,0
SPDR S&P TECH HARDWARE ETF,27602,2018Q1,,,,,6722,,US78468R1196,,0
SPDR S&P INTERNET ETF,27603,2018Q1,,,,,6722,,US78468R1279,,0
HARBORONE BANCORP INC,27604,2018Q1,308.48593,2735.5769,2390.72,.32699999,6020,36.034,US41165F1012,,0
ISHARES MSCI EAFE ESG OPTIMZ,27605,2018Q1,,,,,6722,,US46435G5163,,0
ISHARES MSCI EM ESG OPTIMIZD,27606,2018Q1,,,,,6722,,US46434G8630,,0
INVESCO S&P 100 EQUAL WT ETF,27624,2018Q1,,,,,6722,,US46137V4150,,0
WESTERN ASST MUNI PARTNRS FD,27625,2018Q1,,,,,6726,,US95766P1084,,0
PARAMOUNT INS CO LTD,276339,2018Q1,,557.11591,141.4926,287.64511,6300,,BD0733PMNTI0,B2320Y0,0
COMMERCEHUB INC,27635,2018Q1,35.117996,90.838997,32.037998,.43700001,7370,26.263,US20084V3069,,0
TALEND SA  -ADR,27636,2018Q1,19.162001,189.668,156.933,3.079,7370,46.813,US8742242071,,0
ALCOA CORP,27638,2018Q1,7517,17096,9579,2,3330,3090,US0138721065,,0
RANDOLPH BANCORP INC,27645,2018Q1,73.272003,533.53601,453.66501,.061000001,6036,7.1350002,US7523781091,,0
KINSALE CAPITAL GROUP INC,27652,2018Q1,236.31204,687.76703,447.91699,.20999999,6331,50.125999,US49714P1084,,0
ALLOY RESOURCES LTD,276539,2018Q1,,5.2729001,.27000001,18.633101,1040,,AU000000AYR7,B0ZTCK5,0
RENTA CORP REAL ESTATE SA,276546,2018Q1,,,,,6500,,ES0173365018,B11Y096,0
MAGNETITE MINES LTD,276547,2018Q1,6.4082999,9.7021999,3.2920001,51.783901,1000,,AU000000MGT5,BYV83L2,0
ADVANCED SEMICONDUCTOR MFG,276552,2018Q1,1029.7109,1295.98,265.56201,1534.2271,3674,240.76199,CNE1000001R2,B11Y4Y9,0
EMPRESA SIDERURGICA DEL PERU,276556,2018Q1,1359.743,1631.333,270.06299,1227.918,3320,368.89401,PEP531001001,B1SBGR0,0
KEPPEL REIT,276560,2018Q1,4945.1812,7614.834,2660.9819,3552.8621,6798,,SG1T22929874,B12RQH4,0
NORTH COAST SA,276562,2018Q1,32.428997,98.223,63.400002,.63999999,5140,42.398998,PLNRTHC00014,B12N8X2,0
KAPPAHL AB,276568,2018Q1,763,3046,911,2135,5651,1166,SE0010520981,BF1PV38,0
CHURCHILL MINING PLC,276571,2018Q1,,1.272,10.2,2.8039999,1220,,GB00B1318J18,B1318J1,0
CITY OF LONDON INVESTMENT GP,276578,2018Q1,19.0937,23.519501,4.1248999,.26859999,6722,,GB00B104RS51,B104RS5,0
GRIVALIA PROPERTIES REAL EST,276579,2018Q1,880.22308,1055.7371,175.172,215.68401,6798,,GRS491003000,B1296H0,0
SEABIRD EXPLORATION PLC,276582,2018Q1,,37.786999,23.101999,261.94699,1382,4.7080002,CY0101162119,B5TQ1L1,0
TOWER REAL ESTATE BHD,276583,2018Q1,,565.32373,24.3731,285.34479,6798,,MYL5111TO008,B11YC23,0
VIRO TVORNICA SECERA DD,276584,2018Q1,308.21948,1140.2625,830.73297,249.6001,2060,218.2636,HRVIRORA0001,B12Y329,0
WACKER CHEMIE AG,276585,2018Q1,3123.0999,7108.2998,3946.5,260.79999,2821,1217.6,DE000WCH8881,B11Y568,0
ADVISORSHS CORNERSTONE SM CP,27659,2018Q1,,,,,6722,,US00768Y5868,,0
CHINA MEDICAL INTERNATIONAL,276590,2018Q1,,3.9389999,7.4770002,57.377998,5051,.59399998,SG1T21929867,B10S7S7,0
ACTIVEX LIMITED,276602,2018Q1,,9.4581003,.31900001,20.7393,1000,.0014,AU000000AIV2,B0XLGG7,0
ATLAS ESTATES LTD,276605,2018Q1,85.635002,222.43201,136.75101,6.2680001,6798,,GB00B0WDBP88,B2PLH11,0
GLOBAL X CONSCIOUS COS ETF,27661,2018Q1,,,,,6722,,US37954Y7316,,0
NEL ASA,276613,2018Q1,363.63297,1650.146,305.82101,199.743,2836,109.548,NO0010081235,B02NR83,0
CASSANDRA OIL AB,276616,2018Q1,-1.4489994,46.987,38.515999,64.490997,3663,,SE0001234923,B01YXM3,0
MTI WIRELESS EDGE LTD,276623,2018Q1,20.254002,26.849001,5.8369999,.114,3663,6.1560001,IL0010958762,B10BNK0,0
ORGANIZACION DE INGENIERIA,276646,2018Q1,1612548.8,4965321.5,3209402,19604.682,1600,142552.09,COF11PA00014,B06MW70,0
CATENA AB,276647,2018Q1,4277.7002,14699.8,9919.0996,4780.7002,6512,,SE0001664707,B131GJ7,0
MOMENT GROUP AB,276649,2018Q1,-14.904984,615.71002,465.34201,7.2119999,7900,276.89001,SE0000680902,B011WP0,0
FIRST HAWAIIAN INC,27665,2018Q1,1506.7103,20242.941,17722.08,1.396,6020,203.636,US32051X1081,,0
ACME ELECTRONICS CORP,276651,2018Q1,1921.5999,3952.991,2025.9301,1824.307,3670,575.40399,TW0008121005,B00HMN7,0
ADVANCE INFORMATION MKTG BHD,276654,2018Q1,25.521,26.177999,.65499997,26.606001,7374,3.4779999,MYQ0122OO000,B131M11,0
TAGMASTER AB,276674,2018Q1,50.607994,188.814,84.648003,104.166,3663,56.979,SE0000514408,B0L4SM8,0
AUDENTES THERAPEUTICS INC,27669,2018Q1,340.811,373.08899,20.646999,0,2836,0,US05070R1041,,0
PROTAGONIST THERAPEUTICS INC,27670,2018Q1,114.621,149.239,34.618,0,2836,10.781,US74366E1029,,0
HIGHER WAY ELECTRONIC CO LTD,276706,2018Q1,537.25696,986.60797,444.052,334.263,3674,183.815,TW0003268009,6741905,0
WCF BANCORP INC,27672,2018Q1,27.985001,131.597,103.557,.026000001,6035,1.528,US92940L1035,,0
PA RESOURCES BERHAD,276726,2018Q1,,130.168,62.827999,99.032997,3334,28.895,MYL7225OO005,B131M00,0
CMG PHARMACEUTICAL CO LTD,276729,2018Q1,101122.05,114312.91,12237.603,54443.621,2834,11551.532,KR7058820002,6422794,0
FLEXSHRS STOXX US ESG IMPACT,27674,2018Q1,,,,,6722,,US33939L6965,,0
FLEXSHRS STOXX GBL ESG IMPCT,27675,2018Q1,,,,,6722,,US33939L6882,,0
CAP-XX,276762,2018Q1,,6.4692001,1.842,98.389397,3670,.7723,AU0000XINAS1,B12V9Z5,0
EXTRACTION OIL & GAS INC,27677,2018Q1,1675.71,3565.199,1833.65,1.7180001,1311,230.215,US30227M1053,,0
CAMBRIA EMRG SHAREHOLDER YLD,27679,2018Q1,,,,,6722,,US1320617061,,0
NORDWEST HANDEL AG,276793,2018Q1,58.336502,292.44931,228.12601,16.5,5080,113.4754,DE0006775505,5751648,0
MULLAN AGRITECH INC,27680,2018Q1,-1.5790012,22.351999,21.35,.028000001,2870,1.188,US6252621007,,0
INVS DWA MOM & LOW VOL ROT,27684,2018Q1,,,,,6722,,US46138E8599,,0
ENERGY HOUSE HOLDING CO(THE),276876,2018Q1,,43.3736,9.7620001,75,9998,.58789998,KW0EQ0601801,B13BW99,0
HUMAN SOFT HOLDING CO,276879,2018Q1,57.309196,117.3116,52.650002,12.2237,8200,17.1693,KW0EQ0601694,B13BYX7,0
KEYEAST CO LTD,276890,2018Q1,49297.145,105741.66,25906.49,7745.3472,7812,17497.516,KR7054780002,6713807,0
WISDOMTREE INTL QLTY DIV GRO,27690,2018Q1,,,,,6722,,US97719H1005,,0
ESA CO LTD,276909,2018Q1,18822.217,45090.879,16646.451,7768.8491,7372,5493.3989,KR7052190006,6370406,0
WISDOMTREE EURO HDGD EQ INDX,27693,2018Q1,,,,,6722,,US97719D1090,,0
WISDOMTREE INTL QUAL DIV GRW,27694,2018Q1,,,,,6722,,US97719G2012,,0
WISDOMTREE US HI DIV INDEX,27695,2018Q1,,,,,6722,,US97718Q2003,,0
WISDOMTREE US QUAL DIV GR DY,27696,2018Q1,,,,,6722,,US97719L1017,,0
WISDOMTREE US QUAL DIV GRWTH,27697,2018Q1,,,,,6722,,US97718P1113,,0
AZURRX BIOPHARMA INC,27699,2018Q1,-2.1630001,5.2480001,4.1490002,.001,2836,0,US05502L1052,,0
NAN REN LAKE LEISURE AMU,276995,2018Q1,1765.9851,3932.2461,957.36798,2039.17,7990,335.55399,TW0005905004,6616025,0
PRIVASIA TECHNOLOGY BHD,277011,2018Q1,30.708599,117.2031,46.580002,55.82,4812,11.7837,MYQ0123OO008,B13P2T1,0
VALID SOLUCOES E SERVICOS DE,277012,2018Q1,382.14313,2053.4851,1055.527,904.508,2750,386.33099,BRVLIDACNOR5,B13NPP2,0
WORLD PRECISION MACHINERY LT,277014,2018Q1,937.91498,1538.735,476.14499,250.66,3559,195.813,SG1T29930156,B1218R0,0
SING HOLDINGS LTD,277017,2018Q1,,562.57703,300.63901,104.951,6500,,SG1T28930090,B138S25,0
TH PLANTATIONS BERHAD,277019,2018Q1,1701.875,3545.769,1770.629,862.75201,2070,121.235,MYL5112OO007,B13JSP1,0
ARK 3D PRINTING ETF,27702,2018Q1,,,,,6722,,US00214Q5009,,0
SM CULTURE & CONTENTS CO,277023,2018Q1,28511.789,271718.16,158276.08,47020.512,7812,37514.227,KR7048550008,6525132,0
GENE BIO TECH CO,277024,2018Q1,42148.543,70839.344,27827.262,4305.2939,2834,16333.889,KR7086060001,B11R103,0
VISDYNAMICS HOLDINGS BHD,277026,2018Q1,30.583,47.576,15.379,18.662001,6799,,MYQ0120OO004,B12SNB0,0
NAVIGATOR GLOBAL INVESTMENTS,277028,2018Q1,116.89301,219.94901,7.7969999,257.35501,6282,,AU000000NGI6,BFN1D38,0
SUPER DRAGON TECH CO LTD,277029,2018Q1,1930.257,3388.2019,1449.1479,1032.082,4953,416.14999,TW0009955005,6718783,0
AIRGAIN INC,27703,2018Q1,36.139,53.224998,8.427,.001,3663,13.305,US00938A1043,,0
DALIAN PORT (PDA) CO LTD,277031,2018Q1,18916.793,35007.887,14451.369,12894.536,4400,2032.9437,CNE1000002Y6,B12YMD3,0
LEGRAND,277039,2018Q1,-1908.5,9470,5238,1069,3640,1445.2,FR0010307819,B11ZRK9,0
ARKEMA,277043,2018Q1,1797,9772,5147,759,2800,2172,FR0010313833,B0Z5YZ2,0
HORIZONS GBL CURRENCY OPPTYS,27705,2018Q1,,,,,6722,,US44053T1007,,0
INTERNATIONAL SEAWAYS INC,27706,2018Q1,1063.6421,1612.472,548.83002,1306.869,4412,51.978001,USY410531021,,0
CARLISLE COS INC,2771,2018Q1,219.19971,5503.7998,2783,78.699997,2950,984.70001,US1423391002,,0
HORIZONS GLOBAL RISK PARITY,27710,2018Q1,,,,,6722,,US44053K1097,,0
VIVA ENTERTAINMENT GROUP INC,27714,2018Q1,-2.918,.111,2.9760001,.050999999,7370,.013,US92852K1016,,0
EUROPCAR GROUPE SA,277144,2018Q1,-1113.1753,6251.5298,5411.77,161.03101,7510,556.39801,FR0012789949,BYNBTQ6,0
MADRIGAL PHARMACEUTICALS INC,27716,2018Q1,177.18399,183.478,6.2940001,.001,2834,0,US5588681057,,0
CASTLE MINERALS LTD,277181,2018Q1,,1.1834,.214,25.878799,1040,.00079999998,AU000000CDT3,B137985,0
ENEABBA GAS LTD,277182,2018Q1,,1.0592,.044,11.8868,4991,,AU000000ENB6,B0W1CH1,0
MISSION NEWENERGY LTD,277186,2018Q1,,,,,2990,,USQ621631103,,1
MISSION NEWENERGY LTD,277186,2018Q1,,.29899999,.242,.52319998,2990,,AU000000MBT6,B131NY1,2
DIREXION DLY EURO FNL BULL2X,27719,2018Q1,,,,,6722,,US25490K1667,,0
WBI TACTICAL ROTATION SHARES,27723,2018Q1,,,,,6722,,US00400R8667,,0
M I ACQUISITIONS INC,27724,2018Q1,53.666,55.464001,1.798,.0020000001,9995,0,US55304A1043,,0
LEGG MASON INTL LW VOL HG DV,27727,2018Q1,,,,,6722,,US52468L5057,,0
FORTEBANK JSC,277346,2018Q1,180659,1438053,1253431,331522,6020,,US34955X1019,BW0DMW8,0
REWARDSTREAM SOLUTIONS INC,27735,2018Q1,-.34700003,.31799999,.66500002,12.928,7372,.292,US76156V2025,,0
HORIZONTE MINERALS PLC,277360,2018Q1,4.9786983,44.875198,5.1950002,14.3252,1040,,GB00B11DNM70,B11DNM7,0
HAWKLEY OIL AND GAS LTD,277364,2018Q1,,.0579,.083999999,43.049999,2836,,AU000000HOG6,B3X9ZM1,0
ATOMERA INC,27737,2018Q1,14.312,15.029,.71700001,.012,3674,0,US04965B1008,,0
UMS-NEIKEN GROUP BHD,277421,2018Q1,,105.175,14.605,41.530998,3640,16.233,MYL7227OO001,B13WDL1,0
PREMIER INSURANCE,277424,2018Q1,1105.9851,3094.8201,1984.083,505.64999,6300,,PK0001101010,6702805,0
RENEWABLE ENERGY CORP AS,277426,2018Q1,496.10004,838.90002,327.5,405.29999,3674,69.599998,NO0010112675,B01VHW2,0
PETROLERA DEL CONOSUR,277468,2018Q1,,177.92529,264.26901,100.369,5500,79.477798,ARPETO010018,B01F735,0
KSB PUMPS (PAKISTAN),277482,2018Q1,1944.589,4675.312,2729.199,132,3561,1326.99,PK0023501015,6502964,0
BRASILAGRO CIA BRAS DE PROP,277487,2018Q1,682.51794,885.40997,201.339,584.224,100,83.746002,BRAGROACNOR7,B1428Z9,1
BRASILAGRO CIA BRAS DE PROP,277487,2018Q1,215.71301,279.83801,63.633999,184.647,100,26.468,US10554B1044,,2
PETRO WELT TECHNOLOGIES AG,277495,2018Q1,235.293,425.26599,186.612,48.849998,1389,76.644997,AT0000A00Y78,B138ND1,0
JIUTIAN CHEMICAL GRP LTD,277505,2018Q1,572.51898,1493.74,916.10999,661.15302,2860,325.98401,SG1V71937527,B13ZG99,0
DUNDEE ENERGY LTD,27753,2018Q1,-12.475998,110.79,123.266,112.682,1311,0,US26518Q1022,,0
ESR REIT,277544,2018Q1,,1675.592,598.67798,924.09802,6798,,SG1T70931228,B18TLR9,0
TMK PAO,277561,2018Q1,678.12506,5456.4961,4503.895,342.86899,3317,1273.701,RU000A0B6NK6,B590TG4,0
BANCO DAYCOVAL SA,277567,2018Q1,3128.2522,24151.521,21023.109,1892.1429,6020,,BRDAYCACNPR2,B1Z2WS9,0
AIRPORT CITY LTD,277573,2018Q1,,12225.986,6045.5098,1.381,6500,,IL0010958358,B0Z7M21,0
NAUTILUS MINERALS INC,277579,2018Q1,313.216,420.16901,106.953,705.96503,1000,0,US6390971041,,0
TIRATHAI PCL,277582,2018Q1,1006.4337,3072.9824,2033.462,308.0083,3612,533.36908,TH0909010Z02,B142DW1,0
VISCOM AG,277583,2018Q1,47.683002,72.563004,15.55,9.0200005,3559,16.778,DE0007846867,B142804,0
PRAEMIUM LTD,277589,2018Q1,13.6966,26.554399,8.0249996,65.341599,7370,10.2648,AU000000PPS1,B13YTQ4,0
WHA YU INDUSTRIAL CO LTD,277591,2018Q1,1513.653,2266.3789,746.80499,1204.804,3663,439.41501,TW0003419008,B063RR8,0
NAUTILUS INC,27760,2018Q1,66.003983,303.78699,118.887,.23,3949,114.813,US63910B1026,,0
ASCOTT RESIDENCE TRUST,277637,2018Q1,,5249.5078,2118.697,1731.17,6798,,SG1T08929278,B10SSL7,0
POLYUS PJSC,277646,2018Q1,,376254,324637,134,1040,33143,RU000A0JNAA8,,0
CAPSTONE THERAPEUTICS CORP,27765,2018Q1,-1.6210001,1.038,2.5020001,.027000001,2836,0,US14068E1091,,0
GUNGNIR RESOURCES INC,2777,2018Q1,1.2460001,1.487,.241,30.167,1040,0,US40281L1098,,0
ROCKY BRANDS INC,27776,2018Q1,113.524,188.09801,44.27,69.273003,3140,61.387001,US7745151008,,0
LUPATECH SA,277768,2018Q1,6.4930115,572.242,462.11499,1870.549,3533,22.285,BRLUPAACNOR8,B14TFV5,0
POLYTEC HOLDING AG,277769,2018Q1,207.85301,528.362,298.42999,22.33,3089,170.08701,AT0000A00XX9,B138N31,0
GLOBAL MASTERS FUND LTD,277772,2018Q1,,23.2173,2.4238999,12.8719,6799,,AU000000GFL6,B1J89W6,0
HAYAT PHARMA IND CO,277774,2018Q1,,24.145,3.6730001,9.5,2834,3.5323999,JO4121011012,B154TT5,0
THAI OPTICAL GROUP PUBLIC,277778,2018Q1,1846.2781,2682.3921,816.375,474.31799,3827,456.255,TH0899010001,B150DX5,0
ZHEJIANG SHIBAO CO LTD,277779,2018Q1,1379.4729,2097.9246,618.237,789.64459,3714,283.95529,CNE1000004W6,B14WZ14,0
MASTRAD SA,277786,2018Q1,1.6550001,6.302,4.6129999,1.349,3420,1.682,FR0004155687,B04WRH7,0
NORDECON INTL,277792,2018Q1,17.640001,103.762,71.472,18.263,1600,43.661999,EE3100039496,B15CLP9,0
NICE SPA,277794,2018Q1,100.67602,409.22601,188.87399,11.6,3690,78.509003,IT0003317945,B13HWP3,0
THINKWARE SYSTEMS CORP,277798,2018Q1,125279.95,205061.25,59976.637,5212.8408,3812,46213.598,KR7084730001,B14X2L6,0
VILKYSKIU PIENINE,277799,2018Q1,27.466,83.723,49.313999,3.4630001,2020,20.975,LT0000127508,B157TV6,0
DDR CORP,27780,2018Q1,2604.4888,6910.4458,4138.123,36.933998,6798,230.979,US23317H8549,,0
IMPERIUM CROWN LTD,277801,2018Q1,22.501003,86.040001,15.745,85.315002,7310,.41299999,SG1S82928544,B0WR7R4,0
ANAN INTERNATIONAL LTD,277803,2018Q1,84.106018,357.66,265.19199,.54500002,2844,451.94901,BMG036111034,BF507G4,0
XINJIANG TIANYE WATER SAVING,277804,2018Q1,,,,,3080,73.974998,CNE1000004P0,B0ZL5L3,0
A-CAP RESOURCES,277807,2018Q1,,53.448601,.31099999,71.552299,1000,,AU000000ACB7,B142GM2,0
SKY AND SPACE GLOBAL LTD,277809,2018Q1,12.1336,14.1566,2.023,35.1208,1311,.00030000001,AU000000SAS7,BDCNDP3,0
DELEGAT GROUP LIMITED,277810,2018Q1,311.198,671.30402,355.88101,49.814999,2084,68.454498,NZDGLE0001S3,B11LJF6,0
ENE TECHNOLOGY,277811,2018Q1,583.77203,832.85602,248.552,749.76703,3674,97.860001,TW0006243009,6609489,0
GRIFOLS SA,277812,2018Q1,-2079.7432,10875.229,7165.3838,119.604,2836,1023.012,ES0171996087,BYY3DX6,0
MNF GROUP LTD,277814,2018Q1,24.882,123.708,51.702,49.556999,4899,58.330002,AU000000MNF0,B14PJ33,0
SAUDI RESEARCH AND MARKET,277815,2018Q1,348.5166,4995.7671,3774.449,800,2700,370.34439,SA000A0JK5M3,B156TT1,0
